freq,star,words
31389,15,along
31357,15,satisfi
31197,15,prefer
31133,15,slight
30982,15,certain
30964,15,earli
30916,15,asian
30824,15,welcom
30542,15,avail
30534,15,pull
30510,15,yum
30438,15,five
30370,15,togeth
30229,15,poor
30050,15,complaint
30012,15,cost
29751,15,morn
29694,15,note
29684,15,job
29608,15,view
29500,15,across
29473,15,easi
29387,15,deliv
29321,15,card
29304,15,addit
29179,15,pass
29163,15,kept
29002,15,stuf
28936,15,sad
28659,15,gone
28313,15,deliveri
28251,15,sign
28232,15,greasi
28145,15,melt
28136,15,eye
28028,15,phoenix
28006,15,das
27929,15,issu
27846,15,liter
27749,15,exact
27652,15,valu
27622,15,duck
27590,15,life
27527,15,margarita
27475,15,world
27462,15,paid
27447,15,lettuc
27369,15,broth
27347,15,write
27320,15,behind
27184,15,mediocr
27171,15,juici
27145,15,seen
27125,15,establish
27099,15,vegan
26938,15,der
26821,15,indian
26692,15,korean
26517,15,generous
26494,15,knew
26469,15,general
26467,15,level
26457,15,cute
26442,15,downtown
26406,15,sour
26283,15,textur
26262,15,plan
26201,15,immedi
26054,15,diner
26034,15,sound
26016,15,tradit
26013,15,box
26007,15,outstand
25996,15,combin
25942,15,chain
25887,15,floor
25867,15,stick
25862,15,thick
25759,15,oil
25711,15,chanc
25641,15,split
25477,15,club
25450,15,oyster
25385,15,japanes
25301,15,smell
25276,15,rush
25238,15,solid
24962,15,homemad
24753,15,brown
24730,15,cover
24661,15,due
24616,15,origin
24613,15,spend
24555,15,suppos
24526,15,save
24468,15,request
24462,15,fruit
24430,15,healthi
24310,15,idea
24192,15,sorri
24161,15,tini
24147,15,prompt
24134,15,vibe
24134,15,word
24055,15,crepe
24044,15,explain
23929,15,creami
23919,15,provid
23808,15,overpr
23772,15,hear
23649,15,sort
23633,15,appreci
23596,15,complain
23508,15,dollar
23448,15,simpli
23405,15,tofu
23376,15,ton
23371,15,middl
23307,15,mom
23307,15,chop
23263,15,smile
23188,15,low
23132,15,pad
23096,15,particular
23045,15,fix
23017,15,tortilla
22985,15,gem
22942,15,pickl
22903,15,juic
22860,15,casual
22855,15,toronto
22830,15,american
22767,15,scallop
22761,15,number
22732,15,forward
22627,15,limit
22563,15,phone
22547,15,touch
22524,15,abov
22523,15,avocado
22416,15,oliv
22350,15,lol
22331,15,taken
22331,15,accommod
22327,15,possibl
22323,15,mine
22280,15,per
22222,15,spring
22218,15,lemon
22203,15,heat
22184,15,face
22087,15,frozen
22049,15,spinach
22016,15,buy
21945,15,sub
21928,15,bone
21884,15,upon
21797,15,rich
21789,15,pour
21761,15,tonight
21748,15,window
21731,15,booth
21724,15,non
21710,15,remind
21691,15,question
21631,15,speak
21596,15,dark
21571,15,meet
21519,15,rock
21333,15,truli
21325,15,obvious
21207,15,deep
21178,15,hate
21175,15,calamari
21161,15,guest
21133,15,buck
21107,15,dirti
21093,15,mash
21081,15,opinion
21076,15,drop
21034,15,longer
20996,15,filet
20942,15,sampl
20856,15,weird
20849,15,forget
20812,15,turkey
20802,15,apolog
20790,15,blue
20751,15,case
20741,15,realiz
20732,15,nacho
20723,15,boy
20715,15,unless
20705,15,neighborhood
20691,15,desert
20652,15,dim
20565,15,crazi
20563,15,figur
20555,15,forgot
20507,15,dumpl
20470,15,brisket
20426,15,ein
20352,15,orang
20331,15,goe
20310,15,shot
20307,15,station
20304,15,pot
20252,15,build
20197,15,cooki
20196,15,cuisin
20168,15,chose
20049,15,bare
20039,15,app
20027,15,relax
20001,15,sashimi
20000,15,gravi
19993,15,pictur
19974,15,belli
19955,15,prime
19950,15,fanci
19910,15,kinda
19854,15,easili
19823,15,meatbal
19746,15,whatev
19729,15,afternoon
19658,15,banana
19613,15,singl
19538,15,state
19518,15,pop
19494,15,hang
19448,15,ist
19443,15,within
19397,15,casino
19317,15,mall
19310,15,anywher
19279,15,platter
19258,15,milk
19228,15,strong
19216,15,fat
19156,15,crisp
19033,15,shake
19013,15,strawberri
18939,15,follow
18898,15,soggi
18878,15,book
18878,15,corner
18831,15,ring
18766,15,wast
18750,15,pita
18750,15,classic
18734,15,perhap
18704,15,despit
18608,15,frequent
18557,15,kick
18554,15,convers
18547,15,avoid
18540,15,continu
18531,15,outdoor
18518,15,bag
18515,15,greek
18396,15,son
18343,15,appl
18306,15,similar
18206,15,knowledg
18152,15,beat
18139,15,nicht
18081,15,doubl
18069,15,sum
18033,15,matter
18021,15,cash
17945,15,gyro
17843,15,soda
17813,15,true
17810,15,daughter
17768,15,bathroom
17747,15,plain
17744,15,guacamol
17732,15,girlfriend
17725,15,agre
17667,15,appear
17645,15,mess
17627,15,scottsdal
17579,15,patron
17575,15,appar
17562,15,somewher
17559,15,attitud
17540,15,mango
17534,15,polit
17526,15,delight
17513,15,steam
17466,15,cozi
17451,15,hash
17450,15,war
17438,15,alon
17436,15,sport
17430,15,suck
17364,15,ridicul
17273,15,leg
17270,15,modern
17156,15,truffl
17149,15,tap
17068,15,otherwis
17048,15,car
16999,15,interior
16959,15,raw
16950,15,conveni
16900,15,pastri
16858,15,heaven
16858,15,ball
16811,15,round
16784,15,heavi
16770,15,worker
16704,15,gluten
16697,15,pub
16683,15,inform
16642,15,chair
16584,15,smaller
16569,15,young
16567,15,crunchi
16550,15,summer
16542,15,bother
16504,15,opt
16492,15,sugar
16486,15,notch
16457,15,honey
16436,15,event
16434,15,valley
16403,15,environ
16391,15,chipotl
16350,15,allow
16335,15,section
16325,15,afford
16317,15,occas
16254,15,celebr
16242,15,ich
16200,15,par
16193,15,cheesecak
16187,15,patti
16183,15,caus
16179,15,ayc
16124,15,bagel
16123,15,favourit
16090,15,fall
16072,15,correct
16052,15,chewi
16043,15,fabul
16014,15,previous
16011,15,menus
16000,15,none
15978,15,step
15969,15,becom
15965,15,coconut
15914,15,hold
15903,15,hummus
15899,15,ahead
15895,15,caesar
15824,15,rave
15808,15,popular
15792,15,quiet
15701,15,100
15655,15,biscuit
15641,15,annoy
15639,15,poutin
15624,15,spent
15575,15,market
15529,15,bottom
15522,15,ambienc
15515,15,beyond
15455,15,coupon
15425,15,odd
15422,15,charlott
15403,15,contain
15395,15,peanut
15387,15,pair
15372,15,school
15360,15,host
15341,15,yeah
15340,15,mistak
15309,15,break
15268,15,damn
15250,15,import
15238,15,heart
15211,15,comment
15202,15,tuesday
15189,15,imagin
15162,15,pittsburgh
15152,15,overcook
15123,15,gotten
15073,15,moist
15024,15,updat
15001,15,enchilada
14928,15,alcohol
14888,15,refresh
14872,15,sehr
14849,15,fire
14841,15,forev
14833,15,bunch
14791,15,posit
14779,15,post
14774,15,rang
14769,15,tempura
14739,15,effici
14714,15,improv
14709,15,answer
14663,15,mit
14547,15,gross
14546,15,meh
14541,15,version
14538,15,tough
14532,15,montreal
14491,15,hubbi
14462,15,hidden
14424,15,confus
14418,15,cashier
14409,15,mood
14350,15,wir
14328,15,california
14308,15,est
14272,15,negat
14251,15,york
14206,15,describ
14184,15,separ
14175,15,mayo
14165,15,monday
14160,15,somewhat
14154,15,wors
14153,15,pud
14140,15,sister
14139,15,batter
14094,15,concept
14060,15,babi
14057,15,basil
14056,15,dont
14053,15,carn
14025,15,auch
14019,15,delish
13991,15,east
13979,15,center
13929,15,enter
13925,15,king
13859,15,miso
13859,15,caramel
13831,15,known
13819,15,credit
13809,15,balanc
13757,15,alright
13750,15,disgust
13738,15,asada
13729,15,sea
13693,15,west
13685,15,begin
13640,15,flat
13617,15,slider
13591,15,profession
13588,15,skip
13547,15,benedict
13480,15,multipl
13471,15,bomb
13469,15,snack
13449,15,goat
13423,15,south
13414,15,ham
13364,15,donut
13333,15,deserv
13327,15,danc
13304,15,load
13278,15,higher
13208,15,carrot
13185,15,futur
13134,15,vietnames
13130,15,folk
13104,15,paper
13087,15,stomach
13076,15,relat
13041,15,brew
13006,15,bigger
12920,15,daili
12919,15,hole
12885,15,buffalo
12851,15,elsewher
12849,15,cucumb
12840,15,spectacular
12790,15,burnt
12754,15,nearbi
12745,15,besid
12735,15,san
12727,15,groupon
12693,15,difficult
12642,15,moment
12616,15,eggplant
12601,15,north
12589,15,admit
12538,15,omg
12528,15,met
12527,15,lost
12507,15,onlin
12497,15,hype
12490,15,handl
12487,15,shell
12434,15,proper
12428,15,chicago
12362,15,ranch
12361,15,chill
12360,15,thru
12358,15,mussel
12329,15,color
12307,15,leftov
12292,15,specialti
12253,15,overwhelm
12239,15,photo
12239,15,mini
12212,15,omelet
12188,15,takeout
12172,15,cleveland
12120,15,ignor
12116,15,complimentari
12094,15,tapa
12090,15,clam
12082,15,sens
12066,15,fare
12064,15,pre
12052,15,travel
12052,15,throughout
12049,15,slaw
12018,15,sprout
12009,15,phenomen
11972,15,experienc
11972,15,sell
11963,15,warn
11955,15,larger
11948,15,countri
11900,15,creativ
11882,15,mild
11854,15,pineappl
11853,15,machin
11845,15,major
11842,15,bought
11827,15,cart
11825,15,invit
11820,15,hell
11810,15,mozzarella
11807,15,creat
11789,15,pan
11784,15,soy
11781,15,lucki
11753,15,fit
11723,15,lover
11712,15,compani
11699,15,mustard
11694,15,chunk
11689,15,grand
11673,15,assum
11662,15,oven
11656,15,martini
11651,15,organ
11643,15,ginger
11641,15,lime
11607,15,sent
11602,15,steakhous
11596,15,doubt
11587,15,anymor
11581,15,third
11567,15,product
11557,15,apart
11548,15,parmesan
11547,15,chat
11527,15,board
11522,15,deli
11502,15,english
11494,15,broccoli
11452,15,accept
11451,15,age
11446,15,design
11439,15,tend
11432,15,hair
11419,15,train
11410,15,accompani
11389,15,spoon
11383,15,starter
11356,15,pool
11349,15,wide
11342,15,thursday
11333,15,entertain
11309,15,craft
11304,15,joke
11290,15,road
11267,15,pepperoni
11263,15,learn
11250,15,straight
11243,15,funni
11235,15,mother
11209,15,detail
11181,15,catch
11166,15,sick
11153,15,throw
11150,15,savori
11149,15,beverag
11087,15,mile
11023,15,cheaper
11018,15,yesterday
10995,15,quesadilla
10988,15,essen
10970,15,whenev
10968,15,omelett
10960,15,discount
10956,15,tax
10950,15,loung
10945,15,finger
10935,15,bright
10935,15,direct
10917,15,fail
10914,15,highlight
10897,15,wood
10890,15,syrup
10870,15,com
10837,15,naan
10819,15,gelato
10781,15,smoothi
10779,15,con
10750,15,movi
10719,15,arizona
10718,15,strang
10705,15,ten
10694,15,latt
10693,15,teriyaki
10685,15,woman
10668,15,whether
10659,15,dough
10653,15,specif
10638,15,carri
10631,15,bakeri
10614,15,nor
10597,15,hey
10563,15,upscal
10550,15,bell
10540,15,aber
10517,15,vanilla
10501,15,tasteless
10497,15,giant
10497,15,les
10487,15,garden
10472,15,ravioli
10452,15,featur
10436,15,stood
10426,15,spaghetti
10425,15,superb
10392,15,den
10388,15,skin
10363,15,airport
10342,15,creme
10321,15,extens
10294,15,god
10278,15,art
10274,15,toward
10273,15,situat
10269,15,ran
10256,15,dozen
10241,15,worri
10228,15,bloodi
10192,15,pretzel
10176,15,regret
10139,15,ground
10112,15,member
10078,15,jalapeno
10074,15,picki
10072,15,sake
10039,15,mari
10023,15,various
10011,15,wednesday
10008,15,stori
10001,15,temp
9959,15,shred
9947,15,repeat
9928,15,depend
9907,15,bore
9898,15,gras
9861,15,burn
9855,15,cheddar
9825,15,famous
9817,15,fountain
9808,15,sticki
9784,15,charm
9775,15,purchas
9774,15,replac
9754,15,awhil
9751,15,closer
9728,15,yelper
9721,15,regist
9704,15,mcdonald
9702,15,tart
9671,15,unlik
9651,15,discov
9636,15,auf
9616,15,memor
9612,15,search
9611,15,brother
9603,15,napkin
9587,15,didnt
9586,15,cheesi
9564,15,themselv
9561,15,weather
9555,15,asid
9550,15,eater
9537,15,blend
9535,15,pesto
9534,15,equal
9523,15,everywher
9522,15,chorizo
9520,15,term
9518,15,wonton
9513,15,foie
9461,15,chile
9458,15,send
9445,15,band
9442,15,risotto
9423,15,madison
9421,15,cater
9410,15,compliment
9400,15,asparagus
9386,15,basket
9371,15,block
9369,15,mein
9361,15,signatur
9357,15,fluffi
9353,15,support
9330,15,fell
9328,15,mark
9316,15,tartar
9308,15,ketchup
9299,15,process
9290,15,parent
9279,15,fork
9277,15,cinnamon
9271,15,des
9252,15,earlier
9251,15,stuck
9245,15,squar
9237,15,muffin
9225,15,plastic
9217,15,romant
9191,15,wise
9190,15,tad
9183,15,win
9161,15,shock
9154,15,pure
9130,15,air
9127,15,shame
9109,15,hint
9100,15,six
9089,15,dad
9061,15,theme
9056,15,breast
9051,15,offic
9042,15,ruin
9040,15,match
9033,15,fatti
9031,15,cabbag
9030,15,gourmet
9027,15,veal
8987,15,constant
8966,15,fianc
8963,15,nut
8923,15,hamburg
8901,15,draft
8892,15,drunk
8871,15,blow
8868,15,sear
8863,15,crunch
8851,15,sesam
8847,15,act
8838,15,cilantro
8836,15,trust
8835,15,attempt
8832,15,concern
8812,15,biggest
8790,15,whip
8781,15,ourselv
8768,15,croissant
8761,15,sangria
8760,15,crap
8746,15,island
8745,15,websit
8723,15,desir
8721,15,secret
8720,15,luckili
8712,15,starv
8710,15,falafel
8700,15,wear
8698,15,oili
8693,15,coleslaw
8684,15,skewer
8680,15,excus
8672,15,trendi
8649,15,bellagio
8599,15,express
8583,15,adult
8566,15,cheeseburg
8561,15,weekday
8560,15,venu
8551,15,ribey
8542,15,smooth
8541,15,bud
8539,15,southern
8531,15,tvs
8528,15,natur
8522,15,hat
8522,15,jam
8508,15,scrambl
8505,15,respons
8470,15,hip
8441,15,gut
8436,15,sun
8435,15,marin
8426,15,entranc
8411,15,layer
8397,15,self
8393,15,listen
8369,15,appeal
8350,15,2nd
8331,15,coke
8328,15,pound
8324,15,class
8319,15,colleg
8296,15,random
8290,15,team
8277,15,bed
8273,15,system
8268,15,onto
8265,15,boil
8262,15,wed
8261,15,fault
8254,15,jerk
8231,15,advertis
8221,15,wild
8210,15,ass
8197,15,quantiti
8174,15,fashion
8165,15,needless
8159,15,key
8149,15,grit
8149,15,mimosa
8149,15,scoop
8146,15,yellow
8145,15,fajita
8142,15,spread
8133,15,count
8116,15,upstair
8113,15,cowork
8108,15,que
8105,15,beet
8096,15,fli
8096,15,gon
8095,15,joe
8060,15,initi
8059,15,flight
8049,15,privat
8044,15,herb
8041,15,neither
8034,15,addict
8021,15,hawaiian
8013,15,intim
8012,15,favor
7998,15,wash
7992,15,patient
7973,15,luck
7956,15,octopus
7941,15,awkward
7935,15,cajun
7934,15,older
7927,15,protein
7913,15,pink
7906,15,lemonad
7900,15,bonus
7897,15,gift
7874,15,prior
7869,15,dive
7868,15,philli
7863,15,tire
7851,15,char
7833,15,groceri
7832,15,subway
7831,15,partner
7822,15,jalap
7799,15,effort
7795,15,milkshak
7793,15,acknowledg
7788,15,stale
7772,15,promis
7770,15,vinegar
7764,15,classi
7763,15,children
7739,15,courteous
7739,15,ticket
7724,15,mai
7723,15,pile
7723,15,mignon
7701,15,attend
7690,15,bistro
7686,15,anniversari
7678,15,feed
7661,15,vodka
7651,15,appetit
7651,15,laugh
7644,15,scene
7644,15,laid
7604,15,substitut
7589,15,diet
7579,15,chow
7575,15,artichok
7570,15,candi
7561,15,upset
7558,15,cherri
7551,15,bruschetta
7548,15,butteri
7545,15,mint
7542,15,almond
7536,15,execut
7526,15,ahi
7525,15,gnocchi
7519,15,fusion
7512,15,zero
7509,15,inexpens
7495,15,stew
7488,15,poke
7488,15,flag
7485,15,pig
7467,15,kimchi
7465,15,practic
7434,15,remov
7434,15,temperatur
7419,15,settl
7413,15,pea
7408,15,greas
7397,15,truck
7386,15,massiv
7384,15,jack
7376,15,undercook
7367,15,espresso
7365,15,blueberri
7361,15,pas
7358,15,mediterranean
7357,15,def
7355,15,claim
7351,15,yell
7349,15,surround
7321,15,form
7319,15,exist
7312,15,screen
7310,15,thorough
7297,15,une
7295,15,comp
7283,15,foodi
7276,15,memori
7263,15,cant
7258,15,court
7242,15,guac
7221,15,judg
7218,15,hesit
7212,15,terrif
7201,15,brais
7198,15,bass
7192,15,hill
7179,15,golden
7167,15,respect
7165,15,lower
7162,15,plaza
7159,15,dream
7147,15,haha
7139,15,uncomfort
7136,15,mushi
7134,15,downsid
7131,15,dead
7124,15,nasti
7122,15,till
7119,15,meant
7118,15,restroom
7096,15,kill
7079,15,knock
7065,15,against
7064,15,industri
7058,15,student
7052,15,nigiri
7042,15,pain
7040,15,browni
7034,15,boba
7009,15,sold
7000,15,hurri
7000,15,rais
6992,15,shawarma
6979,15,tray
6973,15,assort
6962,15,twist
6962,15,decis
6960,15,tom
6952,15,altern
6948,15,tourist
6940,15,recip
6928,15,flavorless
6925,15,spacious
6924,15,somehow
6915,15,approach
6893,15,display
6887,15,brussel
6883,15,exampl
6879,15,stapl
6874,15,descript
6873,15,among
6870,15,push
6866,15,spoke
6853,15,mill
6852,15,adventur
6846,15,coat
6846,15,tot
6843,15,http
6836,15,threw
6834,15,bubbl
6830,15,fav
6815,15,focus
6791,15,sampler
6785,15,stack
6774,15,nois
6765,15,soooo
6760,15,stumbl
6760,15,texa
6753,15,hipster
6739,15,hearti
6737,15,further
6720,15,toss
6718,15,drove
6715,15,proceed
6709,15,hospit
6699,15,safe
6687,15,blown
6675,15,john
6672,15,result
6670,15,edibl
6666,15,tail
6659,15,entr
6656,15,sooo
6645,15,waitstaff
6645,15,genuin
6634,15,individu
6630,15,cheer
6625,15,condiment
6623,15,holiday
6604,15,lasagna
6604,15,overpow
6599,15,lie
6590,15,mapl
6589,15,soak
6583,15,underwhelm
6581,15,thumb
6567,15,cevich
6562,15,attract
6561,15,bitter
6558,15,ceil
6555,15,anytim
6540,15,winter
6533,15,bay
6520,15,squash
6518,15,holi
6515,15,refus
6513,15,christma
6485,15,men
6476,15,health
6466,15,introduc
6465,15,kobe
6464,15,mon
6454,15,eventu
6444,15,potenti
6440,15,fave
6434,15,opportun
6425,15,current
6424,15,waren
6414,15,squeez
6405,15,vari
6378,15,sind
6378,15,peak
6375,15,brand
6370,15,panini
6369,15,cod
6353,15,gorgeous
6351,15,mad
6342,15,kale
6338,15,queen
6333,15,remain
6325,15,accord
6320,15,stir
6313,15,von
6312,15,edg
6304,15,tiramisu
6303,15,microwav
6293,15,companion
6290,15,unbeliev
6289,15,hook
6287,15,raspberri
6286,15,tuck
6280,15,eateri
6275,15,law
6271,15,becam
6268,15,kabob
6239,15,wheat
6239,15,coast
6234,15,afterward
6233,15,impecc
6233,15,everyday
6232,15,feta
6220,15,brule
6217,15,sich
6207,15,lose
6201,15,bisqu
6200,15,pleasur
6200,15,contact
6197,15,ador
6196,15,queso
6189,15,pitcher
6184,15,decad
6180,15,irish
6176,15,pumpkin
6173,15,www
6167,15,30pm
6161,15,requir
6156,15,winner
6156,15,receipt
6153,15,buddi
